Orthogroup	drosophila_melanogaster_filt	drosophila_persimilis_filt	drosophila_pseudoobscura_filt	drosophila_sechellia_filt	drosophila_simulans_filt	drosophila_subobscura_filt
OG0003616	lcl|NT_033779.5_cds_NP_523499.2_7416	lcl|NW_020825298.1_cds_XP_026844291.1_10404	lcl|NC_046681.1_cds_XP_033236995.1_16287	lcl|NC_045949.1_cds_XP_032583126.1_1430	lcl|NC_052520.2_cds_XP_016023891.1_1570	lcl|NC_048534.1_cds_XP_034668379.1_20738
OG0003617	lcl|NT_033779.5_cds_NP_001097107.1_7418	lcl|NW_020825298.1_cds_XP_026844288.1_10406	lcl|NC_046681.1_cds_XP_015035668.2_16281	lcl|NC_045949.1_cds_XP_032580667.1_1433	lcl|NC_052520.2_cds_XP_039147220.1_1574	lcl|NC_048534.1_cds_XP_034667171.1_20739
OG0003638	lcl|NT_033779.5_cds_NP_723277.3_7492	lcl|NW_020825294.1_cds_XP_002018688.2_9263	lcl|NC_046681.1_cds_XP_002132423.2_12981	lcl|NC_045949.1_cds_XP_002036072.2_1499	lcl|NC_052520.2_cds_XP_016023948.1_1644	lcl|NC_048534.1_cds_XP_034666500.1_20078
OG0003640	lcl|NT_033779.5_cds_NP_609122.1_7500	lcl|NW_020825294.1_cds_XP_002018681.1_9270	lcl|NC_046681.1_cds_XP_001357447.1_12971	lcl|NC_045949.1_cds_XP_032571013.1_1505	lcl|NC_052520.2_cds_XP_039147201.1_1651	lcl|NC_048534.1_cds_XP_034670152.1_20081
OG0003643	lcl|NT_033779.5_cds_NP_523505.1_7513	lcl|NW_020825294.1_cds_XP_002019062.1_8827	lcl|NC_046681.1_cds_XP_001357237.3_13518	lcl|NC_045949.1_cds_XP_002036079.1_1522	lcl|NC_052520.2_cds_XP_002078516.2_1665	lcl|NC_048534.1_cds_XP_034670237.1_18509
OG0003667	lcl|NT_033779.5_cds_NP_609157.3_7614	lcl|NW_020825298.1_cds_XP_002015011.1_11223	lcl|NC_046681.1_cds_XP_002132706.1_15272	lcl|NC_045949.1_cds_XP_002036123.2_1596	lcl|NC_052520.2_cds_XP_002078559.1_1747	lcl|NC_048534.1_cds_XP_034666814.1_21860
OG0003674	lcl|NT_033779.5_cds_NP_001137808.1_7632	lcl|NW_020825298.1_cds_XP_002014552.1_11829	lcl|NC_046681.1_cds_XP_001356414.1_14500	lcl|NC_045949.1_cds_XP_032583127.1_1608	lcl|NC_052520.2_cds_XP_016024035.1_1759	lcl|NC_048534.1_cds_XP_034669043.1_21087
OG0003675	lcl|NT_033779.5_cds_NP_609169.1_7638	lcl|NW_020825298.1_cds_XP_002014553.1_11828	lcl|NC_046681.1_cds_XP_015035805.2_14502	lcl|NC_045949.1_cds_XP_032583128.1_1610	lcl|NC_052520.2_cds_XP_016024039.1_1760	lcl|NC_048534.1_cds_XP_034669044.1_21086
OG0003707	lcl|NT_033779.5_cds_NP_609200.1_7753	lcl|NW_020825298.1_cds_XP_002014845.1_11434	lcl|NC_046681.1_cds_XP_001356605.1_15025	lcl|NC_045949.1_cds_XP_002036181.1_1697	lcl|NC_052520.2_cds_XP_002078617.1_1878	lcl|NC_048534.1_cds_XP_034670331.1_21138
OG0003819	lcl|NT_033779.5_cds_NP_609295.1_8104	lcl|NW_020825298.1_cds_XP_026843910.1_11890	lcl|NC_046681.1_cds_XP_015035763.2_14422	lcl|NC_045949.1_cds_XP_002036342.1_1950	lcl|NC_052520.2_cds_XP_002078780.1_2144	lcl|NC_048534.1_cds_XP_034670037.1_18896
OG0003831	lcl|NT_033779.5_cds_NP_995670.2_8132	lcl|NW_020825298.1_cds_XP_002014494.2_11908	lcl|NC_046681.1_cds_XP_001356369.2_14400	lcl|NC_045949.1_cds_XP_032572582.1_1969	lcl|NC_052520.2_cds_XP_016024337.1_2167	lcl|NC_048534.1_cds_XP_034669576.1_19134
OG0003861	lcl|NT_033779.5_cds_NP_723502.2_8212	lcl|NW_020825298.1_cds_XP_002014452.1_11953	lcl|NC_046681.1_cds_XP_015035716.1_14319	lcl|NC_045949.1_cds_XP_032576391.1_2031	lcl|NC_052520.2_cds_XP_016024383.1_2233	lcl|NC_048534.1_cds_XP_034667231.1_19206
OG0003862	lcl|NT_033779.5_cds_NP_723504.1_8213	lcl|NW_020825298.1_cds_XP_026844109.1_11954	lcl|NC_046681.1_cds_XP_001356332.1_14318	lcl|NC_045949.1_cds_XP_002036403.2_2032	lcl|NC_052520.2_cds_XP_002078839.2_2234	lcl|NC_048534.1_cds_XP_034667229.1_19207
OG0003878	lcl|NT_033779.5_cds_NP_609339.1_8262	lcl|NW_020825298.1_cds_XP_002014432.2_11978	lcl|NC_046681.1_cds_XP_001356314.4_14295	lcl|NC_045949.1_cds_XP_002036424.1_2064	lcl|NC_052520.2_cds_XP_016024399.1_2263	lcl|NC_048534.1_cds_XP_034668652.1_19234
OG0003879	lcl|NT_033779.5_cds_NP_995678.1_8265	lcl|NW_020825298.1_cds_XP_002014431.1_11979	lcl|NC_046681.1_cds_XP_002132512.2_14294	lcl|NC_045949.1_cds_XP_002036426.1_2066	lcl|NC_052520.2_cds_XP_002078864.1_2265	lcl|NC_048534.1_cds_XP_034666835.1_19235
OG0004052	lcl|NT_033779.5_cds_NP_001097148.1_8688	lcl|NW_020825298.1_cds_XP_026844683.1_11065	lcl|NC_046681.1_cds_XP_002132751.3_15455	lcl|NC_045949.1_cds_XP_032569977.1_2364	lcl|NC_052520.2_cds_XP_016024615.1_2591	lcl|NC_048534.1_cds_XP_034667956.1_21490
OG0004086	lcl|NT_033779.5_cds_NP_476906.1_8825	lcl|NW_020825298.1_cds_XP_002020611.1_10731	lcl|NC_046681.1_cds_XP_002132860.2_15876	lcl|NC_045949.1_cds_XP_002041991.1_2485	lcl|NC_052520.2_cds_XP_039148682.1_2708	lcl|NC_048534.1_cds_XP_034669067.1_21052
OG0004158	lcl|NT_033779.5_cds_NP_001246017.1_9072	lcl|NW_020825294.1_cds_XP_026843513.1_9463	lcl|NC_046681.1_cds_XP_002133018.3_12691	lcl|NC_045949.1_cds_XP_032583136.1_2652	lcl|NC_052520.2_cds_XP_039152748.1_2877	lcl|NC_048534.1_cds_XP_034667135.1_20009
OG0004180	lcl|NT_033779.5_cds_NP_609625.2_9116	lcl|NW_020825294.1_cds_XP_002021786.1_9909	lcl|NC_046681.1_cds_XP_001356129.2_12100	lcl|NC_045949.1_cds_XP_002042139.1_2686	lcl|NC_052520.2_cds_XP_002079305.1_2914	lcl|NC_048534.1_cds_XP_034668589.1_19070
OG0004181	lcl|NT_033779.5_cds_NP_609626.1_9117	lcl|NW_020825294.1_cds_XP_002021785.1_9908	lcl|NC_046681.1_cds_XP_001356131.2_12101	lcl|NC_045949.1_cds_XP_002042140.1_2687	lcl|NC_052520.2_cds_XP_002079306.1_2915	lcl|NC_048534.1_cds_XP_034668657.1_19069
OG0004182	lcl|NT_033779.5_cds_NP_609627.1_9119	lcl|NW_020825294.1_cds_XP_002021784.1_9907	lcl|NC_046681.1_cds_XP_001356130.3_12102	lcl|NC_045949.1_cds_XP_002042141.1_2688	lcl|NC_052520.2_cds_XP_002079307.1_2916	lcl|NC_048534.1_cds_XP_034668325.1_19068
OG0004216	lcl|NT_033779.5_cds_NP_001027255.2_9210	lcl|NW_020825294.1_cds_XP_002018915.1_8995	lcl|NC_046681.1_cds_XP_002132312.2_13319	lcl|NC_045949.1_cds_XP_002042191.1_2763	lcl|NC_052520.2_cds_XP_016024902.1_2996	lcl|NC_048534.1_cds_XP_034670247.1_19009
OG0004217	lcl|NT_033779.5_cds_NP_001027256.1_9211	lcl|NW_020825294.1_cds_XP_002018916.1_8994	lcl|NC_046681.1_cds_XP_002132311.2_13320	lcl|NC_045949.1_cds_XP_002042192.1_2766	lcl|NC_052520.2_cds_XP_002079352.3_2999	lcl|NC_048534.1_cds_XP_034667628.1_19010
OG0004218	lcl|NT_033779.5_cds_NP_001027259.1_9214	lcl|NW_020825294.1_cds_XP_002018919.1_8991	lcl|NC_046681.1_cds_XP_002132308.3_13323	lcl|NC_045949.1_cds_XP_002042195.1_2769	lcl|NC_052520.2_cds_XP_002079355.1_3002	lcl|NC_048534.1_cds_XP_034670246.1_19012
OG0004248	lcl|NT_033779.5_cds_NP_995706.1_9279	lcl|NW_020825294.1_cds_XP_002023219.1_10110	lcl|NC_046681.1_cds_XP_002133224.1_11852	lcl|NC_045949.1_cds_XP_002035768.1_2822	lcl|NC_052520.2_cds_XP_002079398.1_3061	lcl|NC_048534.1_cds_XP_034669152.1_19443
OG0004249	lcl|NT_033779.5_cds_NP_609681.1_9280	lcl|NW_020825294.1_cds_XP_002023220.1_10109	lcl|NC_046681.1_cds_XP_001356235.2_11853	lcl|NC_045949.1_cds_XP_002035769.1_2823	lcl|NC_052520.2_cds_XP_016024937.1_3062	lcl|NC_048534.1_cds_XP_034669149.1_19444
OG0004250	lcl|NT_033779.5_cds_NP_609682.1_9282	lcl|NW_020825294.1_cds_XP_002023221.1_10108	lcl|NC_046681.1_cds_XP_001356234.2_11854	lcl|NC_045949.1_cds_XP_002035770.2_2824	lcl|NC_052520.2_cds_XP_002079399.2_3063	lcl|NC_048534.1_cds_XP_034669148.1_19445
OG0004251	lcl|NT_033779.5_cds_NP_609683.1_9283	lcl|NW_020825294.1_cds_XP_002023222.1_10107	lcl|NC_046681.1_cds_XP_001356233.1_11855	lcl|NC_045949.1_cds_XP_002035771.1_2825	lcl|NC_052520.2_cds_XP_016024938.1_3064	lcl|NC_048534.1_cds_XP_034669147.1_19446
OG0004252	lcl|NT_033779.5_cds_NP_609684.1_9285	lcl|NW_020825294.1_cds_XP_002023223.1_10106	lcl|NC_046681.1_cds_XP_001356232.2_11856	lcl|NC_045949.1_cds_XP_002035772.1_2826	lcl|NC_052520.2_cds_XP_002079401.1_3065	lcl|NC_048534.1_cds_XP_034669151.1_19447
OG0004275	lcl|NT_033779.5_cds_NP_723870.1_9355	lcl|NW_020825294.1_cds_XP_026843264.1_10061	lcl|NC_046681.1_cds_XP_001356203.3_11908	lcl|NC_045949.1_cds_XP_002035814.2_2870	lcl|NC_052520.2_cds_XP_016024974.1_3120	lcl|NC_048534.1_cds_XP_034670065.1_19491
OG0004288	lcl|NT_033779.5_cds_NP_609713.1_9389	lcl|NW_020825294.1_cds_XP_002018780.1_9145	lcl|NC_046681.1_cds_XP_001357379.2_13126	lcl|NC_045949.1_cds_XP_002035829.1_2892	lcl|NC_052520.2_cds_XP_002079454.1_3143	lcl|NC_048534.1_cds_XP_034667544.1_18344
OG0004303	lcl|NT_033779.5_cds_NP_523569.3_9467	lcl|NW_020825294.1_cds_XP_026842949.1_9082	lcl|NC_046681.1_cds_XP_001357356.3_13211	lcl|NC_045949.1_cds_XP_032569997.1_2949	lcl|NC_052520.2_cds_XP_039151677.1_3208	lcl|NC_048534.1_cds_XP_034667664.1_18403
OG0004334	lcl|NT_033779.5_cds_NP_001285962.1_9568	lcl|NW_020825294.1_cds_XP_026843859.1_9980	lcl|NC_046681.1_cds_XP_015036749.1_12012	lcl|NC_045949.1_cds_XP_032577402.1_3024	lcl|NC_052520.2_cds_XP_016025088.1_3297	lcl|NC_048534.1_cds_XP_034670257.1_19570
OG0004409	lcl|NT_033779.5_cds_NP_609806.1_9788	lcl|NW_020825298.1_cds_XP_002014745.1_11573	lcl|NC_046681.1_cds_XP_001356540.2_14844	lcl|NC_045949.1_cds_XP_002038852.1_3173	lcl|NC_052520.2_cds_XP_002079670.1_3466	lcl|NC_048534.1_cds_XP_034670249.1_19707
OG0004448	lcl|NT_033779.5_cds_NP_001027276.1_9941	lcl|NW_020825298.1_cds_XP_026844091.1_11511	lcl|NC_046681.1_cds_XP_033236216.1_14928	lcl|NC_045949.1_cds_XP_002038914.1_3301	lcl|NC_052520.2_cds_XP_002079727.1_3605	lcl|NC_048534.1_cds_XP_034668002.1_21740
OG0004469	lcl|NT_033779.5_cds_NP_724087.1_10036	lcl|NW_020825298.1_cds_XP_002020748.1_10585	lcl|NC_046681.1_cds_XP_001357048.3_16047	lcl|NC_045949.1_cds_XP_002038953.1_3371	lcl|NC_052520.2_cds_XP_002079764.1_3677	lcl|NC_048534.1_cds_XP_034666050.1_20914
OG0004470	lcl|NT_033779.5_cds_NP_724088.2_10038	lcl|NW_020825298.1_cds_XP_002020747.1_10586	lcl|NC_046681.1_cds_XP_001357049.3_16045	lcl|NC_045949.1_cds_XP_002038954.2_3372	lcl|NC_052520.2_cds_XP_016025359.2_3678	lcl|NC_048534.1_cds_XP_034666055.1_20915
OG0004491	lcl|NT_033779.5_cds_NP_609881.3_10102	lcl|NW_020825298.1_cds_XP_026844241.1_11479	lcl|NC_046681.1_cds_XP_033237011.1_14969	lcl|NC_045949.1_cds_XP_032574138.1_3424	lcl|NC_052520.2_cds_XP_016025401.1_3727	lcl|NC_048534.1_cds_XP_034666760.1_22058
OG0004566	lcl|NT_033779.5_cds_NP_609956.1_10329	lcl|NW_020825294.1_cds_XP_002023148.2_10179	lcl|NC_046681.1_cds_XP_015036849.2_11772	lcl|NC_045949.1_cds_XP_002039096.1_3574	lcl|NC_052520.2_cds_XP_002079910.1_3888	lcl|NC_048534.1_cds_XP_034667288.1_19368
OG0004574	lcl|NT_033779.5_cds_NP_477200.1_10358	lcl|NW_020825294.1_cds_XP_002023160.1_10164	lcl|NC_046681.1_cds_XP_001356269.1_11790	lcl|NC_045949.1_cds_XP_002039104.1_3594	lcl|NC_052520.2_cds_XP_002079918.1_3909	lcl|NC_048534.1_cds_XP_034667909.1_19388
OG0004721	lcl|NT_033779.5_cds_NP_001036373.1_10804	lcl|NW_020825294.1_cds_XP_002021698.2_9806	lcl|NC_046681.1_cds_XP_002133122.2_12240	lcl|NC_045949.1_cds_XP_032574030.1_3926	lcl|NC_052520.2_cds_XP_016025744.1_4279	lcl|NC_048534.1_cds_XP_034668877.1_18747
OG0004757	lcl|NT_033779.5_cds_NP_610140.4_11061	lcl|NW_020825294.1_cds_XP_002019071.1_8817	lcl|NC_046681.1_cds_XP_033235687.1_13527	lcl|NC_045949.1_cds_XP_032576823.1_4066	lcl|NC_052520.2_cds_XP_016025841.1_4482	lcl|NC_048534.1_cds_XP_034666630.1_18543
OG0004765	lcl|NT_033779.5_cds_NP_001036401.1_11087	lcl|NW_020825294.1_cds_XP_002023093.1_10253	lcl|NC_046681.1_cds_XP_002133269.1_11667	lcl|NC_045949.1_cds_XP_032569717.1_4084	lcl|NC_052520.2_cds_XP_039148983.1_4498	lcl|NC_048534.1_cds_XP_034666285.1_19300
OG0004767	lcl|NT_033779.5_cds_NP_001036422.1_11104	lcl|NW_020825294.1_cds_XP_026843118.1_8824	lcl|NC_046681.1_cds_XP_002132239.3_13519	lcl|NC_045949.1_cds_XP_032570021.1_4104	lcl|NC_052520.2_cds_XP_016025899.1_4521	lcl|NC_048534.1_cds_XP_034667104.1_18536
OG0004778	lcl|NT_033778.4_cds_NP_001104019.1_11152	lcl|NW_020825289.1_cds_XP_026841426.1_4602	lcl|NC_046680.1_cds_XP_033233276.1_6340	lcl|NC_045952.1_cds_XP_032579093.1_13689	lcl|NC_052521.2_cds_XP_039147332.1_4557	lcl|NC_048531.1_cds_XP_034654762.1_3910
OG0004794	lcl|NT_033778.4_cds_NP_995744.4_11216	lcl|NW_020825289.1_cds_XP_002015397.2_4647	lcl|NC_046680.1_cds_XP_002138113.2_6429	lcl|NC_045952.1_cds_XP_002044729.2_13690	lcl|NC_052521.2_cds_XP_016025993.2_4556	lcl|NC_048531.1_cds_XP_034652841.1_3969
OG0004846	lcl|NT_033778.4_cds_NP_610208.1_11364	lcl|NW_020825289.1_cds_XP_002028164.1_8307	lcl|NC_046680.1_cds_XP_001361955.2_11148	lcl|NC_045950.1_cds_XP_002043403.1_4278	lcl|NC_052521.2_cds_XP_002080276.1_4826	lcl|NC_048531.1_cds_XP_034650075.1_7217
OG0004899	lcl|NT_033778.4_cds_NP_995765.1_11526	lcl|NW_020825289.1_cds_XP_002015544.1_4842	lcl|NC_046680.1_cds_XP_002138175.2_6713	lcl|NC_045950.1_cds_XP_002032668.1_4441	lcl|NC_052521.2_cds_XP_016026220.1_4999	lcl|NC_048531.1_cds_XP_034652787.1_7902
OG0004985	lcl|NT_033778.4_cds_NP_610305.1_11800	lcl|NW_020825289.1_cds_XP_002027164.1_6501	lcl|NC_046680.1_cds_XP_001361385.2_9747	lcl|NC_045950.1_cds_XP_002032776.1_4622	lcl|NC_052521.2_cds_XP_002080462.2_5218	lcl|NC_048531.1_cds_XP_034654737.1_4289
OG0005053	lcl|NT_033778.4_cds_NP_610358.1_12007	lcl|NW_020825289.1_cds_XP_002017813.1_7636	lcl|NC_046680.1_cds_XP_001360913.3_8575	lcl|NC_045950.1_cds_XP_002032872.1_4781	lcl|NC_052521.2_cds_XP_002080558.1_5386	lcl|NC_048531.1_cds_XP_034655041.1_5020
OG0005080	lcl|NT_033778.4_cds_NP_001260806.1_12102	lcl|NW_020825289.1_cds_XP_026841040.1_5094	lcl|NC_046680.1_cds_XP_015039202.2_7062	lcl|NC_045950.1_cds_XP_032571578.1_4846	lcl|NC_052521.2_cds_XP_016026501.1_5465	lcl|NC_048531.1_cds_XP_034651362.1_7684
OG0005088	lcl|NT_033778.4_cds_NP_610396.2_12120	lcl|NW_020825289.1_cds_XP_026840587.1_5719	lcl|NC_046680.1_cds_XP_001360635.4_7861	lcl|NC_045950.1_cds_XP_002032949.2_4857	lcl|NC_052521.2_cds_XP_016026511.1_5478	lcl|NC_048531.1_cds_XP_034651287.1_5476
OG0005089	lcl|NT_033778.4_cds_NP_001260807.1_12122	lcl|NW_020825289.1_cds_XP_026842596.1_5004	lcl|NC_046680.1_cds_XP_001360253.4_6955	lcl|NC_045950.1_cds_XP_032572159.1_4858	lcl|NC_052521.2_cds_XP_044778643.1_5479	lcl|NC_048531.1_cds_XP_034654522.1_5477
OG0005216	lcl|NT_033778.4_cds_NP_001163102.1_12503	lcl|NW_020825289.1_cds_XP_026842566.1_7452	lcl|NC_046680.1_cds_XP_033234785.1_8844	lcl|NC_045950.1_cds_XP_002033139.2_5188	lcl|NC_052521.2_cds_XP_016026722.1_5825	lcl|NC_048531.1_cds_XP_034653062.1_4479
OG0005217	lcl|NT_033778.4_cds_NP_652633.1_12504	lcl|NW_020825289.1_cds_XP_002017952.2_7454	lcl|NC_046680.1_cds_XP_002138534.3_8843	lcl|NC_045950.1_cds_XP_002033140.1_5189	lcl|NC_052521.2_cds_XP_002080810.1_5826	lcl|NC_048531.1_cds_XP_034653057.1_4480
OG0005256	lcl|NT_033778.4_cds_NP_523672.1_12614	lcl|NW_020825289.1_cds_XP_002016312.1_5849	lcl|NC_046680.1_cds_XP_001360703.3_8012	lcl|NC_045950.1_cds_XP_002033183.1_5273	lcl|NC_052521.2_cds_XP_002080856.1_5921	lcl|NC_048531.1_cds_XP_034652422.1_7594
OG0005284	lcl|NT_033778.4_cds_NP_610574.1_12746	lcl|NW_020825289.1_cds_XP_002016491.2_6095	lcl|NC_046680.1_cds_XP_001360825.2_8334	lcl|NC_045950.1_cds_XP_002033227.1_5378	lcl|NC_052521.2_cds_XP_002080891.2_6042	lcl|NC_048531.1_cds_XP_034654453.1_5188
OG0005291	lcl|NT_033778.4_cds_NP_995799.1_12788	lcl|NW_020825289.1_cds_XP_002016480.1_6085	lcl|NC_046680.1_cds_XP_033234595.1_8304	lcl|NC_045950.1_cds_XP_002033241.2_5403	lcl|NC_052521.2_cds_XP_002080904.1_6074	lcl|NC_048531.1_cds_XP_034654601.1_5217
OG0005307	lcl|NT_033778.4_cds_NP_001260871.1_12877	lcl|NW_020825289.1_cds_XP_026842292.1_7834	lcl|NC_046680.1_cds_XP_033234609.1_10600	lcl|NC_045950.1_cds_XP_032571182.1_5469	lcl|NC_052521.2_cds_XP_039147248.1_6138	lcl|NC_048531.1_cds_XP_034653145.1_5273
OG0005324	lcl|NT_033778.4_cds_NP_610619.2_12919	lcl|NW_020825289.1_cds_XP_026841889.1_7808	lcl|NC_046680.1_cds_XP_033234877.1_10570	lcl|NC_045950.1_cds_XP_032572976.1_5501	lcl|NC_052521.2_cds_XP_039147253.1_6171	lcl|NC_048531.1_cds_XP_034650487.1_5305
OG0005337	lcl|NT_033778.4_cds_NP_610632.1_12950	lcl|NW_020825289.1_cds_XP_026842540.1_8434	lcl|NC_046680.1_cds_XP_001362019.2_11305	lcl|NC_045950.1_cds_XP_002033318.1_5522	lcl|NC_052521.2_cds_XP_002080969.1_6202	lcl|NC_048531.1_cds_XP_034650878.1_6716
OG0005362	lcl|NT_033778.4_cds_NP_610654.1_13003	lcl|NW_020825289.1_cds_XP_002018460.1_6785	lcl|NC_046680.1_cds_XP_001361245.2_9395	lcl|NC_045950.1_cds_XP_032571856.1_5563	lcl|NC_052521.2_cds_XP_016027001.1_6243	lcl|NC_048531.1_cds_XP_034651753.1_5841
OG0005363	lcl|NT_033778.4_cds_NP_610655.1_13004	lcl|NW_020825289.1_cds_XP_026842190.1_6784	lcl|NC_046680.1_cds_XP_001361246.2_9396	lcl|NC_045950.1_cds_XP_002033351.1_5564	lcl|NC_052521.2_cds_XP_002081000.1_6244	lcl|NC_048531.1_cds_XP_034651714.1_5842
OG0005365	lcl|NT_033778.4_cds_NP_610657.1_13006	lcl|NW_020825289.1_cds_XP_002018463.1_6782	lcl|NC_046680.1_cds_XP_001361250.2_9399	lcl|NC_045950.1_cds_XP_002033353.1_5566	lcl|NC_052521.2_cds_XP_002081002.3_6248	lcl|NC_048531.1_cds_XP_034651739.1_5847
OG0005366	lcl|NT_033778.4_cds_NP_610658.1_13007	lcl|NW_020825289.1_cds_XP_002018464.2_6781	lcl|NC_046680.1_cds_XP_033233473.1_9400	lcl|NC_045950.1_cds_XP_002033354.1_5567	lcl|NC_052521.2_cds_XP_002081003.1_6249	lcl|NC_048531.1_cds_XP_034651762.1_5848
OG0005367	lcl|NT_033778.4_cds_NP_610659.1_13008	lcl|NW_020825289.1_cds_XP_002018465.1_6780	lcl|NC_046680.1_cds_XP_001361247.3_9401	lcl|NC_045950.1_cds_XP_002033355.1_5568	lcl|NC_052521.2_cds_XP_002081004.1_6250	lcl|NC_048531.1_cds_XP_034651704.1_5849
OG0005368	lcl|NT_033778.4_cds_NP_610661.1_13013	lcl|NW_020825289.1_cds_XP_002018468.1_6759	lcl|NC_046680.1_cds_XP_001361252.2_9415	lcl|NC_045950.1_cds_XP_002033359.1_5572	lcl|NC_052521.2_cds_XP_002081009.1_6258	lcl|NC_048531.1_cds_XP_034651757.1_5856
OG0005379	lcl|NT_033778.4_cds_NP_610669.1_13035	lcl|NW_020825289.1_cds_XP_026842469.1_7726	lcl|NC_046680.1_cds_XP_001361555.2_10196	lcl|NC_045950.1_cds_XP_002033372.1_5588	lcl|NC_052521.2_cds_XP_002081022.2_6274	lcl|NC_048531.1_cds_XP_034650772.1_6704
OG0005384	lcl|NT_033778.4_cds_NP_001246264.1_13046	lcl|NW_020825289.1_cds_XP_026840803.1_7731	lcl|NC_046680.1_cds_XP_033233566.1_10205	lcl|NC_045950.1_cds_XP_032571291.1_5594	lcl|NC_052521.2_cds_XP_039148293.1_6279	lcl|NC_048531.1_cds_XP_034654619.1_6700
OG0005418	lcl|NT_033778.4_cds_NP_610699.1_13145	lcl|NW_020825289.1_cds_XP_002026041.2_8016	lcl|NC_046680.1_cds_XP_001361811.3_10840	lcl|NC_045950.1_cds_XP_002033431.1_5673	lcl|NC_052521.2_cds_XP_002081073.1_6356	lcl|NC_048531.1_cds_XP_034654177.1_6333
OG0005421	lcl|NT_033778.4_cds_NP_610700.1_13148	lcl|NW_020825289.1_cds_XP_002026039.1_8021	lcl|NC_046680.1_cds_XP_001361812.2_10845	lcl|NC_045950.1_cds_XP_002033433.2_5675	lcl|NC_052521.2_cds_XP_002081076.2_6358	lcl|NC_048531.1_cds_XP_034654616.1_6336
OG0005429	lcl|NT_033778.4_cds_NP_610707.2_13160	lcl|NW_020825289.1_cds_XP_026842279.1_8035	lcl|NC_046680.1_cds_XP_001361818.1_10859	lcl|NC_045950.1_cds_XP_032570257.1_5687	lcl|NC_052521.2_cds_XP_002081086.1_6370	lcl|NC_048531.1_cds_XP_034651092.1_6348
OG0005489	lcl|NT_033778.4_cds_NP_610769.1_13325	lcl|NW_020825289.1_cds_XP_026841198.1_6164	lcl|NC_046680.1_cds_XP_001360852.2_8440	lcl|NC_045950.1_cds_XP_002033539.2_5808	lcl|NC_052521.2_cds_XP_016027149.1_6492	lcl|NC_048531.1_cds_XP_034652599.1_5344
OG0005492	lcl|NT_033778.4_cds_NP_725150.2_13329	lcl|NW_020825289.1_cds_XP_026842004.1_6167	lcl|NC_046680.1_cds_XP_033234039.1_8443	lcl|NC_045950.1_cds_XP_002033542.1_5811	lcl|NC_052521.2_cds_XP_016027151.1_6496	lcl|NC_048531.1_cds_XP_034652620.1_5348
OG0005493	lcl|NT_033778.4_cds_NP_610773.1_13335	lcl|NW_020825289.1_cds_XP_002016536.1_6168	lcl|NC_046680.1_cds_XP_001360855.3_8446	lcl|NC_045950.1_cds_XP_002033543.1_5816	lcl|NC_052521.2_cds_XP_002081172.1_6500	lcl|NC_048531.1_cds_XP_034651557.1_5350
OG0005494	lcl|NT_033778.4_cds_NP_610774.3_13339	lcl|NW_020825289.1_cds_XP_002016538.1_6170	lcl|NC_046680.1_cds_XP_001360856.3_8448	lcl|NC_045950.1_cds_XP_002033546.1_5821	lcl|NC_052521.2_cds_XP_002081176.1_6505	lcl|NC_048531.1_cds_XP_034652235.1_5352
OG0005495	lcl|NT_033778.4_cds_NP_610775.1_13340	lcl|NW_020825289.1_cds_XP_002016539.1_6171	lcl|NC_046680.1_cds_XP_001360859.2_8453	lcl|NC_045950.1_cds_XP_002033547.1_5822	lcl|NC_052521.2_cds_XP_002081177.1_6506	lcl|NC_048531.1_cds_XP_034651090.1_5353
OG0005496	lcl|NT_033778.4_cds_NP_610776.1_13342	lcl|NW_020825289.1_cds_XP_002016540.2_6172	lcl|NC_046680.1_cds_XP_001360857.3_8454	lcl|NC_045950.1_cds_XP_002033548.1_5823	lcl|NC_052521.2_cds_XP_002081178.1_6507	lcl|NC_048531.1_cds_XP_034650956.1_5354
OG0005497	lcl|NT_033778.4_cds_NP_725159.2_13343	lcl|NW_020825289.1_cds_XP_002016541.1_6173	lcl|NC_046680.1_cds_XP_001360860.2_8455	lcl|NC_045950.1_cds_XP_032572332.1_5824	lcl|NC_052521.2_cds_XP_016027157.1_6508	lcl|NC_048531.1_cds_XP_034652188.1_5355
OG0005498	lcl|NT_033778.4_cds_NP_001027405.2_13344	lcl|NW_020825289.1_cds_XP_002016542.2_6174	lcl|NC_046680.1_cds_XP_033233446.1_8456	lcl|NC_045950.1_cds_XP_032572894.1_5825	lcl|NC_052521.2_cds_XP_016027158.2_6509	lcl|NC_048531.1_cds_XP_034654887.1_5357
OG0005499	lcl|NT_033778.4_cds_NP_001027406.1_13345	lcl|NW_020825289.1_cds_XP_002016543.1_6175	lcl|NC_046680.1_cds_XP_033233448.1_8457	lcl|NC_045950.1_cds_XP_002033551.1_5826	lcl|NC_052521.2_cds_XP_039147753.1_6510	lcl|NC_048531.1_cds_XP_034654888.1_5358
OG0005500	lcl|NT_033778.4_cds_NP_610777.1_13346	lcl|NW_020825289.1_cds_XP_002016544.1_6176	lcl|NC_046680.1_cds_XP_001360858.1_8458	lcl|NC_045950.1_cds_XP_002033552.1_5827	lcl|NC_052521.2_cds_XP_002081182.1_6511	lcl|NC_048531.1_cds_XP_034654482.1_5359
