	OG	Dmel_gene	dS	dN	Omega	FN	FP	Branches	drosophila_melanogaster_filt	drosophila_persimilis_filt	drosophila_pseudoobscura_filt	drosophila_sechellia_filt	drosophila_simulans_filt	drosophila_subobscura_filt	Dmel_feature_name	Dmel_locus_tag	Dmel_ref_flybase
102	OG0004182	CG16820 	5.1317031203678845	0.8832052367029418	0.3480566881625322	0.2260061919504644	0.0	['Drosophila_subobscura']	lcl|NT_033779.5_cds_NP_609627.1_9119	lcl|NW_020825294.1_cds_XP_002021784.1_9907	lcl|NC_046681.1_cds_XP_001356130.3_12102	lcl|NC_045949.1_cds_XP_002042141.1_2688	lcl|NC_052520.2_cds_XP_002079307.1_2916	lcl|NC_048534.1_cds_XP_034668325.1_19068	lcl|NT_033779.5_cds_NP_609627.1_9119	locus_tag=Dmel_CG16820 	db_xref=FLYBASE:FBpp0080031,GeneID:34730 
103	OG0004216	CG33640 	4.998245150258295	0.9935386106153414	0.435117368861415	0.146067415730337	0.0	[]	lcl|NT_033779.5_cds_NP_001027255.2_9210	lcl|NW_020825294.1_cds_XP_002018915.1_8995	lcl|NC_046681.1_cds_XP_002132312.2_13319	lcl|NC_045949.1_cds_XP_002042191.1_2763	lcl|NC_052520.2_cds_XP_016024902.1_2996	lcl|NC_048534.1_cds_XP_034670247.1_19009	lcl|NT_033779.5_cds_NP_001027255.2_9210	locus_tag=Dmel_CG33640 	db_xref=FLYBASE:FBpp0304782,GeneID:3772680 
104	OG0004217	CG33641 	3.89009389965269	1.0331185682589614	0.5369455202984716	0.1318681318681318	0.0109890109890109	[]	lcl|NT_033779.5_cds_NP_001027256.1_9211	lcl|NW_020825294.1_cds_XP_002018916.1_8994	lcl|NC_046681.1_cds_XP_002132311.2_13320	lcl|NC_045949.1_cds_XP_002042192.1_2766	lcl|NC_052520.2_cds_XP_002079352.3_2999	lcl|NC_048534.1_cds_XP_034667628.1_19010	lcl|NT_033779.5_cds_NP_001027256.1_9211	locus_tag=Dmel_CG33641 	db_xref=FLYBASE:FBpp0090984,GeneID:3771970 
105	OG0004218	CG33644 	4.768167173086742	1.182963412308433	0.4205738453420352	0.1229946524064171	0.0	[]	lcl|NT_033779.5_cds_NP_001027259.1_9214	lcl|NW_020825294.1_cds_XP_002018919.1_8991	lcl|NC_046681.1_cds_XP_002132308.3_13323	lcl|NC_045949.1_cds_XP_002042195.1_2769	lcl|NC_052520.2_cds_XP_002079355.1_3002	lcl|NC_048534.1_cds_XP_034670246.1_19012	lcl|NT_033779.5_cds_NP_001027259.1_9214	locus_tag=Dmel_CG33644 	db_xref=FLYBASE:FBpp0090987,GeneID:3772563 
106	OG0004248	CG33306 	5.640301719037039	0.9641707704490726	0.3288053545117625	0.1612903225806451	0.0	[]	lcl|NT_033779.5_cds_NP_995706.1_9279	lcl|NW_020825294.1_cds_XP_002023219.1_10110	lcl|NC_046681.1_cds_XP_002133224.1_11852	lcl|NC_045949.1_cds_XP_002035768.1_2822	lcl|NC_052520.2_cds_XP_002079398.1_3061	lcl|NC_048534.1_cds_XP_034669152.1_19443	lcl|NT_033779.5_cds_NP_995706.1_9279	locus_tag=Dmel_CG33306 	db_xref=FLYBASE:FBpp0080141,GeneID:2768915 
107	OG0004249	CG8997 	5.457729111340834	0.8851296920965112	0.2923467416735059	0.1379310344827586	0.0	[]	lcl|NT_033779.5_cds_NP_609681.1_9280	lcl|NW_020825294.1_cds_XP_002023220.1_10109	lcl|NC_046681.1_cds_XP_001356235.2_11853	lcl|NC_045949.1_cds_XP_002035769.1_2823	lcl|NC_052520.2_cds_XP_016024937.1_3062	lcl|NC_048534.1_cds_XP_034669149.1_19444	lcl|NT_033779.5_cds_NP_609681.1_9280	locus_tag=Dmel_CG8997 	db_xref=FLYBASE:FBpp0080140,GeneID:34799 
108	OG0004250	CG7916 	5.997598898281444	0.8996559107482087	0.2737598040524463	0.1463414634146341	0.0	[]	lcl|NT_033779.5_cds_NP_609682.1_9282	lcl|NW_020825294.1_cds_XP_002023221.1_10108	lcl|NC_046681.1_cds_XP_001356234.2_11854	lcl|NC_045949.1_cds_XP_002035770.2_2824	lcl|NC_052520.2_cds_XP_002079399.2_3063	lcl|NC_048534.1_cds_XP_034669148.1_19445	lcl|NT_033779.5_cds_NP_609682.1_9282	locus_tag=Dmel_CG7916 	db_xref=FLYBASE:FBpp0080126,GeneID:34800 
109	OG0004251	CG7953 	5.400271502971798	0.9010836968283454	0.3339957810280965	0.1885521885521885	0.0033670033670033	[]	lcl|NT_033779.5_cds_NP_609683.1_9283	lcl|NW_020825294.1_cds_XP_002023222.1_10107	lcl|NC_046681.1_cds_XP_001356233.1_11855	lcl|NC_045949.1_cds_XP_002035771.1_2825	lcl|NC_052520.2_cds_XP_016024938.1_3064	lcl|NC_048534.1_cds_XP_034669147.1_19446	lcl|NT_033779.5_cds_NP_609683.1_9283	locus_tag=Dmel_CG7953 	db_xref=FLYBASE:FBpp0080127,GeneID:34801 
110	OG0004252	CG7968 	5.45597522458386	0.7159395948319277	0.2611853595573439	0.24	0.004	[]	lcl|NT_033779.5_cds_NP_609684.1_9285	lcl|NW_020825294.1_cds_XP_002023223.1_10106	lcl|NC_046681.1_cds_XP_001356232.2_11856	lcl|NC_045949.1_cds_XP_002035772.1_2826	lcl|NC_052520.2_cds_XP_002079401.1_3065	lcl|NC_048534.1_cds_XP_034669151.1_19447	lcl|NT_033779.5_cds_NP_609684.1_9285	locus_tag=Dmel_CG7968 	db_xref=FLYBASE:FBpp0080128,GeneID:34802 
111	OG0004275	wb 	5.071239151791393	0.3909504935030727	0.1013711919579027	0.5474302496328928	0.0	[]	lcl|NT_033779.5_cds_NP_723870.1_9355	lcl|NW_020825294.1_cds_XP_026843264.1_10061	lcl|NC_046681.1_cds_XP_001356203.3_11908	lcl|NC_045949.1_cds_XP_002035814.2_2870	lcl|NC_052520.2_cds_XP_016024974.1_3120	lcl|NC_048534.1_cds_XP_034670065.1_19491	lcl|NT_033779.5_cds_NP_723870.1_9355	locus_tag=Dmel_CG42677 	db_xref=FLYBASE:FBpp0291871,GeneID:43946 
112	OG0004288	Cpr35B 	4.196346204539665	1.6714364406926638	0.5347570967608555	0.0935483870967742	0.0032258064516129	[]	lcl|NT_033779.5_cds_NP_609713.1_9389	lcl|NW_020825294.1_cds_XP_002018780.1_9145	lcl|NC_046681.1_cds_XP_001357379.2_13126	lcl|NC_045949.1_cds_XP_002035829.1_2892	lcl|NC_052520.2_cds_XP_002079454.1_3143	lcl|NC_048534.1_cds_XP_034667544.1_18344	lcl|NT_033779.5_cds_NP_609713.1_9389	locus_tag=Dmel_CG3474 	db_xref=FLYBASE:FBpp0080206,GeneID:34846 
113	OG0004303	GABA-B-R1 	5.635572628610306	0.5063221411755687	0.1943426284354014	0.3434579439252336	0.0011682242990654	[]	lcl|NT_033779.5_cds_NP_523569.3_9467	lcl|NW_020825294.1_cds_XP_026842949.1_9082	lcl|NC_046681.1_cds_XP_001357356.3_13211	lcl|NC_045949.1_cds_XP_032569997.1_2949	lcl|NC_052520.2_cds_XP_039151677.1_3208	lcl|NC_048534.1_cds_XP_034667664.1_18403	lcl|NT_033779.5_cds_NP_523569.3_9467	locus_tag=Dmel_CG15274 	db_xref=FLYBASE:FBpp0293273,GeneID:34878 
114	OG0004334	CG4587 	5.84940127889868	0.3947847189914923	0.1131522485429251	0.4183673469387755	0.0007849293563579	[]	lcl|NT_033779.5_cds_NP_001285962.1_9568	lcl|NW_020825294.1_cds_XP_026843859.1_9980	lcl|NC_046681.1_cds_XP_015036749.1_12012	lcl|NC_045949.1_cds_XP_032577402.1_3024	lcl|NC_052520.2_cds_XP_016025088.1_3297	lcl|NC_048534.1_cds_XP_034670257.1_19570	lcl|NT_033779.5_cds_NP_001285962.1_9568	locus_tag=Dmel_CG4587 	db_xref=FLYBASE:FBpp0311102,GeneID:34921 
115	OG0004409	ChLD3 	6.379309643919052	0.6874815954488692	0.1997555169356579	0.4425675675675675	0.0016891891891891	[]	lcl|NT_033779.5_cds_NP_609806.1_9788	lcl|NW_020825298.1_cds_XP_002014745.1_11573	lcl|NC_046681.1_cds_XP_001356540.2_14844	lcl|NC_045949.1_cds_XP_002038852.1_3173	lcl|NC_052520.2_cds_XP_002079670.1_3466	lcl|NC_048534.1_cds_XP_034670249.1_19707	lcl|NT_033779.5_cds_NP_609806.1_9788	locus_tag=Dmel_CG17905 	db_xref=FLYBASE:FBpp0080449,GeneID:35002 
116	OG0004448	CG33928 	4.444390267497785	1.0197274716939422	0.4851171307539028	0.1813186813186813	0.0054945054945054	['Drosophila_pseudoobscura', 'Drosophila_simulans']	lcl|NT_033779.5_cds_NP_001027276.1_9941	lcl|NW_020825298.1_cds_XP_026844091.1_11511	lcl|NC_046681.1_cds_XP_033236216.1_14928	lcl|NC_045949.1_cds_XP_002038914.1_3301	lcl|NC_052520.2_cds_XP_002079727.1_3605	lcl|NC_048534.1_cds_XP_034668002.1_21740	lcl|NT_033779.5_cds_NP_001027276.1_9941	locus_tag=Dmel_CG33928 	db_xref=FLYBASE:FBpp0091166,GeneID:3772334 
117	OG0004469	ninaD 	5.1900861557071485	0.7103861313914381	0.2395660900362146	0.4319066147859922	0.0	[]	lcl|NT_033779.5_cds_NP_724087.1_10036	lcl|NW_020825298.1_cds_XP_002020748.1_10585	lcl|NC_046681.1_cds_XP_001357048.3_16047	lcl|NC_045949.1_cds_XP_002038953.1_3371	lcl|NC_052520.2_cds_XP_002079764.1_3677	lcl|NC_048534.1_cds_XP_034666050.1_20914	lcl|NT_033779.5_cds_NP_724087.1_10036	locus_tag=Dmel_CG31783 	db_xref=FLYBASE:FBpp0080584,GeneID:326160 
118	OG0004470	CG31741 	4.395428573550455	0.933086605681818	0.3121135303334696	0.3101777059773828	0.0	['Drosophila_simulans']	lcl|NT_033779.5_cds_NP_724088.2_10038	lcl|NW_020825298.1_cds_XP_002020747.1_10586	lcl|NC_046681.1_cds_XP_001357049.3_16045	lcl|NC_045949.1_cds_XP_002038954.2_3372	lcl|NC_052520.2_cds_XP_016025359.2_3678	lcl|NC_048534.1_cds_XP_034666055.1_20915	lcl|NT_033779.5_cds_NP_724088.2_10038	locus_tag=Dmel_CG31741 	db_xref=FLYBASE:FBpp0080585,GeneID:35079 
119	OG0004491	kon 	5.608276863248019	0.3725753612839838	0.0941421520226734	0.5596673596673597	0.0004158004158004	[]	lcl|NT_033779.5_cds_NP_609881.3_10102	lcl|NW_020825298.1_cds_XP_026844241.1_11479	lcl|NC_046681.1_cds_XP_033237011.1_14969	lcl|NC_045949.1_cds_XP_032574138.1_3424	lcl|NC_052520.2_cds_XP_016025401.1_3727	lcl|NC_048534.1_cds_XP_034666760.1_22058	lcl|NT_033779.5_cds_NP_609881.3_10102	locus_tag=Dmel_CG10275 	db_xref=FLYBASE:FBpp0289570,GeneID:35104 
120	OG0004566	CG13086 	6.125119697772397	2.0504172694329506	0.4433530575340421	0.2068965517241379	0.0	[]	lcl|NT_033779.5_cds_NP_609956.1_10329	lcl|NW_020825294.1_cds_XP_002023148.2_10179	lcl|NC_046681.1_cds_XP_015036849.2_11772	lcl|NC_045949.1_cds_XP_002039096.1_3574	lcl|NC_052520.2_cds_XP_002079910.1_3888	lcl|NC_048534.1_cds_XP_034667288.1_19368	lcl|NT_033779.5_cds_NP_609956.1_10329	locus_tag=Dmel_CG13086 	db_xref=FLYBASE:FBpp0080738,GeneID:35208 
121	OG0004574	Lectin-galC1 	5.622722898135054	0.9538653894486668	0.338265986051678	0.1935483870967742	0.0	[]	lcl|NT_033779.5_cds_NP_477200.1_10358	lcl|NW_020825294.1_cds_XP_002023160.1_10164	lcl|NC_046681.1_cds_XP_001356269.1_11790	lcl|NC_045949.1_cds_XP_002039104.1_3594	lcl|NC_052520.2_cds_XP_002079918.1_3909	lcl|NC_048534.1_cds_XP_034667909.1_19388	lcl|NT_033779.5_cds_NP_477200.1_10358	locus_tag=Dmel_CG9976 	db_xref=FLYBASE:FBpp0080742,GeneID:35216 
122	OG0004721	clumsy 	5.56271771268978	0.6431572410353731	0.148042005611856	0.5855513307984791	0.0019011406844106	['Drosophila_sechellia']	lcl|NT_033779.5_cds_NP_001036373.1_10804	lcl|NW_020825294.1_cds_XP_002021698.2_9806	lcl|NC_046681.1_cds_XP_002133122.2_12240	lcl|NC_045949.1_cds_XP_032574030.1_3926	lcl|NC_052520.2_cds_XP_016025744.1_4279	lcl|NC_048534.1_cds_XP_034668877.1_18747	lcl|NT_033779.5_cds_NP_001036373.1_10804	locus_tag=Dmel_CG8681 	db_xref=FLYBASE:FBpp0110195,GeneID:35394 
123	OG0004757	Ir40a 	5.287089144638007	0.7847121619792452	0.2071076521411058	0.4741488020176544	0.0012610340479192	[]	lcl|NT_033779.5_cds_NP_610140.4_11061	lcl|NW_020825294.1_cds_XP_002019071.1_8817	lcl|NC_046681.1_cds_XP_033235687.1_13527	lcl|NC_045949.1_cds_XP_032576823.1_4066	lcl|NC_052520.2_cds_XP_016025841.1_4482	lcl|NC_048534.1_cds_XP_034666630.1_18543	lcl|NT_033779.5_cds_NP_610140.4_11061	locus_tag=Dmel_CG42352 	db_xref=FLYBASE:FBpp0307914,GeneID:35449 
124	OG0004765	CG40006 	5.156608207815089	0.8923088534652696	0.2344060341520464	0.442257217847769	0.0026246719160104	[]	lcl|NT_033779.5_cds_NP_001036401.1_11087	lcl|NW_020825294.1_cds_XP_002023093.1_10253	lcl|NC_046681.1_cds_XP_002133269.1_11667	lcl|NC_045949.1_cds_XP_032569717.1_4084	lcl|NC_052520.2_cds_XP_039148983.1_4498	lcl|NC_048534.1_cds_XP_034666285.1_19300	lcl|NT_033779.5_cds_NP_001036401.1_11087	locus_tag=Dmel_CG40006 	db_xref=FLYBASE:FBpp0110565,GeneID:3355123 
125	OG0004767	Cht10 	3.83647936811917	0.542634621799124	0.1594461573802376	0.6029647435897436	0.0	[]	lcl|NT_033779.5_cds_NP_001036422.1_11104	lcl|NW_020825294.1_cds_XP_026843118.1_8824	lcl|NC_046681.1_cds_XP_002132239.3_13519	lcl|NC_045949.1_cds_XP_032570021.1_4104	lcl|NC_052520.2_cds_XP_016025899.1_4521	lcl|NC_048534.1_cds_XP_034667104.1_18536	lcl|NT_033779.5_cds_NP_001036422.1_11104	locus_tag=Dmel_CG18140 	db_xref=FLYBASE:FBpp0110419,GeneID:3355116 
126	OG0004778	CG41520 	3.5572269910158174	0.9182974524410922	0.3605005055196887	0.2831858407079646	0.0012642225031605	[]	lcl|NT_033778.4_cds_NP_001104019.1_11152	lcl|NW_020825289.1_cds_XP_026841426.1_4602	lcl|NC_046680.1_cds_XP_033233276.1_6340	lcl|NC_045952.1_cds_XP_032579093.1_13689	lcl|NC_052521.2_cds_XP_039147332.1_4557	lcl|NC_048531.1_cds_XP_034654762.1_3910	lcl|NT_033778.4_cds_NP_001104019.1_11152	locus_tag=Dmel_CG41520 	db_xref=FLYBASE:FBpp0112834,GeneID:5740294 
127	OG0004794	Ir41a 	3.996457252262798	0.7889819748217837	0.2656242250644015	0.4040697674418604	0.0	['Drosophila_pseudoobscura']	lcl|NT_033778.4_cds_NP_995744.4_11216	lcl|NW_020825289.1_cds_XP_002015397.2_4647	lcl|NC_046680.1_cds_XP_002138113.2_6429	lcl|NC_045952.1_cds_XP_002044729.2_13690	lcl|NC_052521.2_cds_XP_016025993.2_4556	lcl|NC_048531.1_cds_XP_034652841.1_3969	lcl|NT_033778.4_cds_NP_995744.4_11216	locus_tag=Dmel_CG33492 	db_xref=FLYBASE:FBpp0307916,GeneID:2768714 
128	OG0004846	CG11211 	4.502141223444722	1.0448941092718953	0.4232025473872461	0.1173184357541899	0.0	[]	lcl|NT_033778.4_cds_NP_610208.1_11364	lcl|NW_020825289.1_cds_XP_002028164.1_8307	lcl|NC_046680.1_cds_XP_001361955.2_11148	lcl|NC_045950.1_cds_XP_002043403.1_4278	lcl|NC_052521.2_cds_XP_002080276.1_4826	lcl|NC_048531.1_cds_XP_034650075.1_7217	lcl|NT_033778.4_cds_NP_610208.1_11364	locus_tag=Dmel_CG11211 	db_xref=FLYBASE:FBpp0085348,GeneID:35545 
129	OG0004899	CheB42a 	4.947913381422198	1.0714500757289651	0.3881991894360879	0.1386138613861386	0.0	[]	lcl|NT_033778.4_cds_NP_995765.1_11526	lcl|NW_020825289.1_cds_XP_002015544.1_4842	lcl|NC_046680.1_cds_XP_002138175.2_6713	lcl|NC_045950.1_cds_XP_002032668.1_4441	lcl|NC_052521.2_cds_XP_016026220.1_4999	lcl|NC_048531.1_cds_XP_034652787.1_7902	lcl|NT_033778.4_cds_NP_995765.1_11526	locus_tag=Dmel_CG33348 	db_xref=FLYBASE:FBpp0089406,GeneID:2768721 
130	OG0004985	CG17985 	6.337611983661099	0.5432561993975266	0.1649314436788523	0.4191176470588235	0.0	[]	lcl|NT_033778.4_cds_NP_610305.1_11800	lcl|NW_020825289.1_cds_XP_002027164.1_6501	lcl|NC_046680.1_cds_XP_001361385.2_9747	lcl|NC_045950.1_cds_XP_002032776.1_4622	lcl|NC_052521.2_cds_XP_002080462.2_5218	lcl|NC_048531.1_cds_XP_034654737.1_4289	lcl|NT_033778.4_cds_NP_610305.1_11800	locus_tag=Dmel_CG17985 	db_xref=FLYBASE:FBpp0088020,GeneID:35702 
131	OG0005053	Obp44a 	6.633864800242296	0.9286361389185126	0.3101793217639398	0.1458333333333333	0.0	[]	lcl|NT_033778.4_cds_NP_610358.1_12007	lcl|NW_020825289.1_cds_XP_002017813.1_7636	lcl|NC_046680.1_cds_XP_001360913.3_8575	lcl|NC_045950.1_cds_XP_002032872.1_4781	lcl|NC_052521.2_cds_XP_002080558.1_5386	lcl|NC_048531.1_cds_XP_034655041.1_5020	lcl|NT_033778.4_cds_NP_610358.1_12007	locus_tag=Dmel_CG2297 	db_xref=FLYBASE:FBpp0087892,GeneID:35789 
132	OG0005080	mtt 	3.896818549752028	1.766292275896595	0.3285345396607103	0.4524390243902439	0.0	['Drosophila_melanogaster', 'Drosophila_pseudoobscura', 'Drosophila_simulans', 'Drosophila_subobscura']	lcl|NT_033778.4_cds_NP_001260806.1_12102	lcl|NW_020825289.1_cds_XP_026841040.1_5094	lcl|NC_046680.1_cds_XP_015039202.2_7062	lcl|NC_045950.1_cds_XP_032571578.1_4846	lcl|NC_052521.2_cds_XP_016026501.1_5465	lcl|NC_048531.1_cds_XP_034651362.1_7684	lcl|NT_033778.4_cds_NP_001260806.1_12102	locus_tag=Dmel_CG30361 	db_xref=FLYBASE:FBpp0303458,GeneID:35832 
133	OG0005088	CG8642 	5.491697405799778	0.7976610725154806	0.2602510032792439	0.3577586206896552	0.0	['Drosophila_melanogaster']	lcl|NT_033778.4_cds_NP_610396.2_12120	lcl|NW_020825289.1_cds_XP_026840587.1_5719	lcl|NC_046680.1_cds_XP_001360635.4_7861	lcl|NC_045950.1_cds_XP_002032949.2_4857	lcl|NC_052521.2_cds_XP_016026511.1_5478	lcl|NC_048531.1_cds_XP_034651287.1_5476	lcl|NT_033778.4_cds_NP_610396.2_12120	locus_tag=Dmel_CG8642 	db_xref=FLYBASE:FBpp0302640,GeneID:35845 
134	OG0005089	Cirl 	5.1925786312009805	0.5049884434113391	0.1307676164436005	0.4561101549053356	0.0	[]	lcl|NT_033778.4_cds_NP_001260807.1_12122	lcl|NW_020825289.1_cds_XP_026842596.1_5004	lcl|NC_046680.1_cds_XP_001360253.4_6955	lcl|NC_045950.1_cds_XP_032572159.1_4858	lcl|NC_052521.2_cds_XP_044778643.1_5479	lcl|NC_048531.1_cds_XP_034654522.1_5477	lcl|NT_033778.4_cds_NP_001260807.1_12122	locus_tag=Dmel_CG8639 	db_xref=FLYBASE:FBpp0302596,GeneID:35846 
135	OG0005216	lectin-46Cb 	4.347043383183474	1.7805885490689457	0.5193611210320007	0.1397058823529411	0.0	['Drosophila_subobscura']	lcl|NT_033778.4_cds_NP_001163102.1_12503	lcl|NW_020825289.1_cds_XP_026842566.1_7452	lcl|NC_046680.1_cds_XP_033234785.1_8844	lcl|NC_045950.1_cds_XP_002033139.2_5188	lcl|NC_052521.2_cds_XP_016026722.1_5825	lcl|NC_048531.1_cds_XP_034653062.1_4479	lcl|NT_033778.4_cds_NP_001163102.1_12503	locus_tag=Dmel_CG1652 	db_xref=FLYBASE:FBpp0290920,GeneID:53522 
136	OG0005217	lectin-46Ca 	3.856746136025556	1.4760992274203957	0.5206022650750699	0.1228070175438596	0.0	['Drosophila_subobscura']	lcl|NT_033778.4_cds_NP_652633.1_12504	lcl|NW_020825289.1_cds_XP_002017952.2_7454	lcl|NC_046680.1_cds_XP_002138534.3_8843	lcl|NC_045950.1_cds_XP_002033140.1_5189	lcl|NC_052521.2_cds_XP_002080810.1_5826	lcl|NC_048531.1_cds_XP_034653057.1_4480	lcl|NT_033778.4_cds_NP_652633.1_12504	locus_tag=Dmel_CG1656 	db_xref=FLYBASE:FBpp0087560,GeneID:53523 
137	OG0005256	Def 	6.388263647826669	1.070296034252875	0.4109595379798859	0.1632653061224489	0.0	[]	lcl|NT_033778.4_cds_NP_523672.1_12614	lcl|NW_020825289.1_cds_XP_002016312.1_5849	lcl|NC_046680.1_cds_XP_001360703.3_8012	lcl|NC_045950.1_cds_XP_002033183.1_5273	lcl|NC_052521.2_cds_XP_002080856.1_5921	lcl|NC_048531.1_cds_XP_034652422.1_7594	lcl|NT_033778.4_cds_NP_523672.1_12614	locus_tag=Dmel_CG1385 	db_xref=FLYBASE:FBpp0087518,GeneID:36047 
138	OG0005284	Obp46a 	4.434716804671649	0.9744742891676126	0.3947227761276943	0.1690821256038647	0.0048309178743961	[]	lcl|NT_033778.4_cds_NP_610574.1_12746	lcl|NW_020825289.1_cds_XP_002016491.2_6095	lcl|NC_046680.1_cds_XP_001360825.2_8334	lcl|NC_045950.1_cds_XP_002033227.1_5378	lcl|NC_052521.2_cds_XP_002080891.2_6042	lcl|NC_048531.1_cds_XP_034654453.1_5188	lcl|NT_033778.4_cds_NP_610574.1_12746	locus_tag=Dmel_CG12905 	db_xref=FLYBASE:FBpp0087448,GeneID:36088 
139	OG0005291	CG33475 	3.668688512052415	1.4148553211082686	0.5317515096051051	0.0511363636363636	0.0	[]	lcl|NT_033778.4_cds_NP_995799.1_12788	lcl|NW_020825289.1_cds_XP_002016480.1_6085	lcl|NC_046680.1_cds_XP_033234595.1_8304	lcl|NC_045950.1_cds_XP_002033241.2_5403	lcl|NC_052521.2_cds_XP_002080904.1_6074	lcl|NC_048531.1_cds_XP_034654601.1_5217	lcl|NT_033778.4_cds_NP_995799.1_12788	locus_tag=Dmel_CG33475 	db_xref=FLYBASE:FBpp0087409,GeneID:2768724 
140	OG0005307	stan 	2.8044840897370427	0.1339296821492337	0.0538516482887884	0.8923203060945614	0.0	[]	lcl|NT_033778.4_cds_NP_001260871.1_12877	lcl|NW_020825289.1_cds_XP_026842292.1_7834	lcl|NC_046680.1_cds_XP_033234609.1_10600	lcl|NC_045950.1_cds_XP_032571182.1_5469	lcl|NC_052521.2_cds_XP_039147248.1_6138	lcl|NC_048531.1_cds_XP_034653145.1_5273	lcl|NT_033778.4_cds_NP_001260871.1_12877	locus_tag=Dmel_CG11895 	db_xref=FLYBASE:FBpp0303451,GeneID:36125 
141	OG0005324	CG12344 	8.063019530943263	0.5738746544017735	0.1742210624914578	0.3415637860082304	0.0	[]	lcl|NT_033778.4_cds_NP_610619.2_12919	lcl|NW_020825289.1_cds_XP_026841889.1_7808	lcl|NC_046680.1_cds_XP_033234877.1_10570	lcl|NC_045950.1_cds_XP_032572976.1_5501	lcl|NC_052521.2_cds_XP_039147253.1_6171	lcl|NC_048531.1_cds_XP_034650487.1_5305	lcl|NT_033778.4_cds_NP_610619.2_12919	locus_tag=Dmel_CG12344 	db_xref=FLYBASE:FBpp0087341,GeneID:36145 
142	OG0005337	Obp47a 	3.998272845108897	0.8571181316898363	0.4071403810552199	0.1137724550898203	0.0059880239520958	[]	lcl|NT_033778.4_cds_NP_610632.1_12950	lcl|NW_020825289.1_cds_XP_026842540.1_8434	lcl|NC_046680.1_cds_XP_001362019.2_11305	lcl|NC_045950.1_cds_XP_002033318.1_5522	lcl|NC_052521.2_cds_XP_002080969.1_6202	lcl|NC_048531.1_cds_XP_034650878.1_6716	lcl|NT_033778.4_cds_NP_610632.1_12950	locus_tag=Dmel_CG12944 	db_xref=FLYBASE:FBpp0087295,GeneID:36162 
143	OG0005362	Cpr47Ea 	6.531795201318618	1.3920886792392708	0.3531528315613862	0.1529411764705882	0.0058823529411764	[]	lcl|NT_033778.4_cds_NP_610654.1_13003	lcl|NW_020825289.1_cds_XP_002018460.1_6785	lcl|NC_046680.1_cds_XP_001361245.2_9395	lcl|NC_045950.1_cds_XP_032571856.1_5563	lcl|NC_052521.2_cds_XP_016027001.1_6243	lcl|NC_048531.1_cds_XP_034651753.1_5841	lcl|NT_033778.4_cds_NP_610654.1_13003	locus_tag=Dmel_CG9079 	db_xref=FLYBASE:FBpp0087286,GeneID:36188 
144	OG0005363	Cpr47Eb 	5.235504388550979	1.450696396563599	0.4346837246127035	0.1302681992337164	0.0076628352490421	['Drosophila_persimilis', 'Drosophila_subobscura']	lcl|NT_033778.4_cds_NP_610655.1_13004	lcl|NW_020825289.1_cds_XP_026842190.1_6784	lcl|NC_046680.1_cds_XP_001361246.2_9396	lcl|NC_045950.1_cds_XP_002033351.1_5564	lcl|NC_052521.2_cds_XP_002081000.1_6244	lcl|NC_048531.1_cds_XP_034651714.1_5842	lcl|NT_033778.4_cds_NP_610655.1_13004	locus_tag=Dmel_CG13224 	db_xref=FLYBASE:FBpp0087213,GeneID:36189 
145	OG0005365	Cpr47Ec 	5.034280674290434	1.389970219950744	0.4463152509991659	0.1188811188811188	0.0139860139860139	[]	lcl|NT_033778.4_cds_NP_610657.1_13006	lcl|NW_020825289.1_cds_XP_002018463.1_6782	lcl|NC_046680.1_cds_XP_001361250.2_9399	lcl|NC_045950.1_cds_XP_002033353.1_5566	lcl|NC_052521.2_cds_XP_002081002.3_6248	lcl|NC_048531.1_cds_XP_034651739.1_5847	lcl|NT_033778.4_cds_NP_610657.1_13006	locus_tag=Dmel_CG9077 	db_xref=FLYBASE:FBpp0087285,GeneID:36191 
146	OG0005366	Cpr47Ed 	4.209005774299643	2.225967172797875	0.7232852561568741	0.072463768115942	0.0072463768115942	['Drosophila_persimilis']	lcl|NT_033778.4_cds_NP_610658.1_13007	lcl|NW_020825289.1_cds_XP_002018464.2_6781	lcl|NC_046680.1_cds_XP_033233473.1_9400	lcl|NC_045950.1_cds_XP_002033354.1_5567	lcl|NC_052521.2_cds_XP_002081003.1_6249	lcl|NC_048531.1_cds_XP_034651762.1_5848	lcl|NT_033778.4_cds_NP_610658.1_13007	locus_tag=Dmel_CG9076 	db_xref=FLYBASE:FBpp0087284,GeneID:36192 
147	OG0005367	Cpr47Ee 	5.485603372939149	0.6574707833242004	0.2057361500216257	0.3759398496240601	0.0	[]	lcl|NT_033778.4_cds_NP_610659.1_13008	lcl|NW_020825289.1_cds_XP_002018465.1_6780	lcl|NC_046680.1_cds_XP_001361247.3_9401	lcl|NC_045950.1_cds_XP_002033355.1_5568	lcl|NC_052521.2_cds_XP_002081004.1_6250	lcl|NC_048531.1_cds_XP_034651704.1_5849	lcl|NT_033778.4_cds_NP_610659.1_13008	locus_tag=Dmel_CG13222 	db_xref=FLYBASE:FBpp0087215,GeneID:36193 
